	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Ensembl	hgnc	wikigene_desc
ENSG00000169218	159.7558720151	-3.267138146	0.4256818175	-7.675070938	1.65327133213565e-14	4.68984627585731e-13	ENSG00000169218	RSPO1	R-spondin 1
ENSG00000064886	1314.1570497032	-3.266393071	0.3362790254	-9.7133416718	2.64519645245626e-22	2.09595545066144e-20	ENSG00000064886	CHI3L2	chitinase 3 like 2
ENSG00000184905	47.1809225387	-3.2630154535	0.3657494009	-8.9214512606	4.60217310611388e-19	2.51965623206159e-17	ENSG00000184905	TCEAL2	transcription elongation factor A like 2
ENSG00000171724	77.5929636898	-3.2567025141	0.4226754764	-7.7049715344	1.30872460160889e-14	3.75788062593477e-13	ENSG00000171724	VAT1L	vesicle amine transport 1 like
ENSG00000206384	639.1903187516	-3.2423976392	0.25770652850000003	-12.5817442747	2.6608890127066e-36	8.766462240283739e-34	ENSG00000206384	COL6A6	collagen type VI alpha 6 chain
ENSG00000143502	38.9870228061	-3.235904337	0.2652958258	-12.1973435789	3.21130132273487e-34	9.13712538479364e-32	ENSG00000143502	SUSD4	sushi domain containing 4
ENSG00000152207	1055.7010022198	-3.2308941322	0.3282625042	-9.842409935100001	7.391860685924971e-23	6.1694111920437804e-21	ENSG00000152207	CYSLTR2	cysteinyl leukotriene receptor 2
ENSG00000117152	110.7120965568	-3.2253396078	0.38024760750000003	-8.4822088138	2.20958556181256e-17	9.97195532140131e-16	ENSG00000117152	RGS4	regulator of G protein signaling 4
ENSG00000088340	133.5632945659	-3.21747554	0.3244194667	-9.9176401848	3.48907582326728e-23	3.0194172758127303e-21	ENSG00000088340	FER1L4	
ENSG00000161798	12.9282383343	-3.2142273522	0.3277337202	-9.807435592200001	1.04592762508218e-22	8.57706326262803e-21	ENSG00000161798	AQP5	aquaporin 5
ENSG00000257017	1692.6655999867	-3.20622487	0.3808642404	-8.4182880148	3.82025665595921e-17	1.6341822264751301e-15	ENSG00000257017	HP	haptoglobin
ENSG00000144057	26.1614832738	-3.2025771642	0.3446139451	-9.2932314833	1.49673647686269e-20	9.65883652886748e-19	ENSG00000144057	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2
ENSG00000096696	422.6484976542	-3.2011591303	0.3099363894	-10.3284391253	5.24063907066032e-25	5.72174192487966e-23	ENSG00000096696	DSP	desmoplakin
ENSG00000069188	74.2008423035	-3.1984175441	0.2625812039	-12.1806797176	3.9398456959874695e-34	1.10427406455147e-31	ENSG00000069188	SDK2	sidekick cell adhesion molecule 2
ENSG00000171798	59.5453630257	-3.1914390615	0.37788696110000003	-8.4454860586	3.02782972083146e-17	1.3284956618573302e-15	ENSG00000171798	KNDC1	kinase non-catalytic C-lobe domain containing 1
ENSG00000147485	328.6552434852	-3.1854528251	0.29557893560000004	-10.7769953853	4.42090959433842e-27	6.14964898311713e-25	ENSG00000147485	PXDNL	peroxidasin like
ENSG00000108018	75.4594748316	-3.1853521582	0.2868142658	-11.1059753243	1.17329336412966e-28	2.0214014756872298e-26	ENSG00000108018	SORCS1	sortilin related VPS10 domain containing receptor 1
ENSG00000106018	102.0500263952	-3.1777563759	0.24628670400000002	-12.9026712552	4.34760852414758e-38	1.70091125989515e-35	ENSG00000106018	VIPR2	vasoactive intestinal peptide receptor 2
ENSG00000172346	245.2805356225	-3.1716224418	0.3685982454	-8.6045511112	7.66160059927826e-18	3.64246070009738e-16	ENSG00000172346	CSDC2	cold shock domain containing C2
ENSG00000184058	114.4990865159	-3.1675284438	0.42215001690000004	-7.5033242138	6.22194045095599e-14	1.61657869420922e-12	ENSG00000184058	TBX1	T-box transcription factor 1
ENSG00000167483	115.056706324	-3.1623118444	0.401581976	-7.8746358984	3.41736577131548e-15	1.09140666359751e-13	ENSG00000167483	NIBAN3	niban apoptosis regulator 3
ENSG00000174123	63.6100211949	-3.1534968526	0.3994597653	-7.8944042093	2.91705336125843e-15	9.42845870414322e-14	ENSG00000174123	TLR10	toll like receptor 10
ENSG00000146147	316.7941734114	-3.1437758497	0.2025458614	-15.5213038054	2.4894095312052903e-54	2.17255818676219e-51	ENSG00000146147	MLIP	muscular LMNA interacting protein
ENSG00000224650	53.6333686435	-3.1215261491	0.3972184896	-7.8584613523	3.8888066697665e-15	1.23357939951934e-13	ENSG00000224650	IGHV3-74	
ENSG00000099958	156.6770497874	-3.1133795072	0.3712323973	-8.3866050759	5.0038245998476104e-17	2.11161398113569e-15	ENSG00000099958	DERL3	derlin 3
ENSG00000133134	46.2253835098	-3.1032926247	0.2880377847	-10.7739081094	4.57174071375322e-27	6.31269991643909e-25	ENSG00000133134	BEX2	brain expressed X-linked 2
ENSG00000253326	69.0747611541	-3.0970549185	0.34054360440000003	-9.0944445237	9.50711949654917e-20	5.61428292533638e-18	ENSG00000253326	ENSG00000253326	
ENSG00000244731	452.7411873876	-3.0954865274	0.353711885	-8.7514348795	2.10656894289715e-18	1.07497984181157e-16	ENSG00000244731	C4A	complement C4A (Rodgers blood group)
ENSG00000261701	75.241499159	-3.0950890957	0.2387558618	-12.9634056827	1.97289835907279e-38	8.054143105440839e-36	ENSG00000261701	HPR	haptoglobin-related protein
ENSG00000172367	73.1017773477	-3.0745895846	0.3710681134	-8.2857822425	1.17335296682084e-16	4.6584345378284405e-15	ENSG00000172367	PDZD3	PDZ domain containing 3
ENSG00000115884	106.4153214714	-3.0720304646	0.3385265307	-9.0747110976	1.13979471621561e-19	6.68881405494156e-18	ENSG00000115884	SDC1	syndecan 1
ENSG00000112936	17407.4837949997	-3.0386587426	0.1859983365	-16.3370210729	5.38188891694767e-60	6.31665574821002e-57	ENSG00000112936	C7	complement C7
ENSG00000163568	33.6758121852	-2.9794901464	0.34961312110000003	-8.5222492132	1.5648422447298e-17	7.22018980682577e-16	ENSG00000163568	AIM2	absent in melanoma 2
ENSG00000237125	305.791577916	-2.973775862	0.23324969250000002	-12.7493238264	3.14460904719848e-37	1.135627178795e-34	ENSG00000237125	HAND2-AS1	HAND2 antisense RNA 1
ENSG00000241644	2728.596943113	-2.9637701581	0.2341950167	-12.6551375859	1.0479182908063299e-36	3.7129919968022897e-34	ENSG00000241644	INMT	indolethylamine N-methyltransferase
ENSG00000105855	167.5175097167	-2.9574562543000003	0.2833900813	-10.4359907047	1.6983282743786302e-25	1.9809258797861e-23	ENSG00000105855	ITGB8	integrin subunit beta 8
ENSG00000214402	87.9016682914	-2.9549737465	0.2341315289	-12.6209988051	1.6175656135955798e-36	5.5229572104929696e-34	ENSG00000214402	LCNL1	lipocalin like 1
ENSG00000152672	79.5019741519	-2.9484651104	0.29694181000000003	-9.9294373885	3.09999679305174e-23	2.70766696635901e-21	ENSG00000152672	CLEC4F	C-type lectin domain family 4 member F
ENSG00000113763	35.1702287748	-2.9218382581	0.4358874008	-6.7031950281	2.03911017122309e-11	3.66785918634084e-10	ENSG00000113763	UNC5A	unc-5 netrin receptor A
ENSG00000109072	75.0255133375	-2.9107036252	0.32408599180000003	-8.9812694756	2.67660407552019e-19	1.51854827595751e-17	ENSG00000109072	VTN	vitronectin
ENSG00000134323	19.8875454638	-2.9061433918	0.3720394858	-7.8113842829	5.656326722836621e-15	1.74417339126681e-13	ENSG00000134323	MYCN	MYCN proto-oncogene, bHLH transcription factor
ENSG00000188729	48.034076039	-2.9035021247	0.3254062157	-8.9227002581	4.55055080213144e-19	2.4986781729013602e-17	ENSG00000188729	OSTN	osteocrin
ENSG00000240694	173.8966805038	-2.9019881626	0.1723092732	-16.841741065	1.2063425142670101e-63	1.7426081596477102e-60	ENSG00000240694	PNMA2	PNMA family member 2
ENSG00000203855	37.3974178755	-2.8988653679	0.40641128330000004	-7.1328368249	9.83210935656909e-13	2.1434375575889698e-11	ENSG00000203855	HSD3BP4	
ENSG00000135480	88.8398607909	-2.8972344172	0.41885685850000004	-6.9170036462	4.61296219479956e-12	9.089907351116569e-11	ENSG00000135480	KRT7	keratin 7
ENSG00000170074	87.0598179853	-2.8793475164	0.31440655710000004	-9.1580390146	5.28489097576525e-20	3.21181125028788e-18	ENSG00000170074	FAM153A	family with sequence similarity 153 member A
ENSG00000205054	42.0309101118	-2.8705226957	0.24282564850000002	-11.8213323583	3.02842990754168e-32	7.68525476131422e-30	ENSG00000205054	LINC01121	long intergenic non-protein coding RNA 1121
ENSG00000119866	25.0397045691	-2.8703719210000003	0.4096416366	-7.0070316702	2.43427180906864e-12	5.0069211722344e-11	ENSG00000119866	BCL11A	BAF chromatin remodeling complex subunit BCL11A
ENSG00000160867	69.6659464424	-2.8699429787	0.23591903720000001	-12.164948673	4.77745544198285e-34	1.3071310259252801e-31	ENSG00000160867	FGFR4	fibroblast growth factor receptor 4
ENSG00000235366	23.4522454942	-2.8511749550000003	0.3325144041	-8.5745908145	9.94396950670718e-18	4.703723006711689e-16	ENSG00000235366	LINC01055	
ENSG00000196092	79.3566707109	-2.8481269932	0.4201275406	-6.7791961198	1.20846390966796e-11	2.2402511115157602e-10	ENSG00000196092	PAX5	paired box 5
ENSG00000145850	27.1064310517	-2.8468937104	0.4355349351	-6.536545019	6.29561939284937e-11	1.03797573817663e-09	ENSG00000145850	TIMD4	T cell immunoglobulin and mucin domain containing 4
ENSG00000185565	301.246209677	-2.828491601	0.1894225	-14.9321838758	2.03490894359244e-50	1.5285422020689e-47	ENSG00000185565	LSAMP	limbic system associated membrane protein
ENSG00000005187	92.8042450661	-2.8240438427	0.20157604880000002	-14.0098184278	1.35751602438798e-44	7.96649794436934e-42	ENSG00000005187	ACSM3	acyl-CoA synthetase medium chain family member 3
ENSG00000166922	22.5759913277	-2.8211749391	0.264282619	-10.6748410065	1.33485839314219e-26	1.8034032924329e-24	ENSG00000166922	SCG5	secretogranin V
ENSG00000273348	13.6291134479	-2.8152574583	0.2654487126	-10.605654971	2.80491715972949e-26	3.70940417905353e-24	ENSG00000273348	ENSG00000273348	
ENSG00000114200	498.6888310174	-2.794503345	0.2525054835	-11.0670996388	1.81169538479236e-28	3.03766318134068e-26	ENSG00000114200	BCHE	butyrylcholinesterase
ENSG00000165449	77.1880136117	-2.7911548591	0.2218686904	-12.5802106404	2.7130550069456897e-36	8.78421723714364e-34	ENSG00000165449	SLC16A9	solute carrier family 16 member 9
ENSG00000168824	97.0716335158	-2.790595653	0.3256185587	-8.5701369848	1.0336201369885101e-17	4.85258813812679e-16	ENSG00000168824	NSG1	neuronal vesicle trafficking associated 1
ENSG00000101311	64.6107196279	-2.7596314825	0.2487456505	-11.0941898943	1.33867330294073e-28	2.28535872326582e-26	ENSG00000101311	FERMT1	fermitin family member 1
ENSG00000125872	112.6519095484	-2.7490246459	0.4635075951	-5.930916074	3.01249173772979e-09	3.72426480202947e-08	ENSG00000125872	LRRN4	leucine rich repeat neuronal 4
ENSG00000179256	22.2031217862	-2.745668944	0.2560922754	-10.7214047728	8.07671980315236e-27	1.1071001546233401e-24	ENSG00000179256	SMCO3	single-pass membrane protein with coiled-coil domains 3
ENSG00000185904	30.8004272388	-2.7456278703	0.34546587360000003	-7.9476095337	1.90144863625528e-15	6.342327520468561e-14	ENSG00000185904	LINC00839	
ENSG00000012124	182.8242733417	-2.7444158599	0.31796678770000003	-8.6311399998	6.074347887155369e-18	2.96286179150365e-16	ENSG00000012124	CD22	CD22 molecule
ENSG00000182132	28.9129972615	-2.7430964309	0.39497026830000004	-6.9450706826	3.78270881833242e-12	7.556966904198349e-11	ENSG00000182132	KCNIP1	potassium voltage-gated channel interacting protein 1
ENSG00000164520	38.4291360246	-2.7422494725	0.33713614680000004	-8.1339527018	4.1551472158610297e-16	1.52401385872372e-14	ENSG00000164520	RAET1E	retinoic acid early transcript 1E
ENSG00000174939	43.2520683789	-2.7421826972	0.35485554280000003	-7.7276028320000005	1.09590629962055e-14	3.21562881258973e-13	ENSG00000174939	ASPHD1	aspartate beta-hydroxylase domain containing 1
ENSG00000211898	130.7730337334	-2.7388079998	0.4601824503	-5.9515698574	2.65582617327829e-09	3.31167063134084e-08	ENSG00000211898	IGHD	
ENSG00000165125	25.8917179665	-2.699247673	0.3648544226	-7.3981497983	1.3809502156438e-13	3.47625524122989e-12	ENSG00000165125	TRPV6	transient receptor potential cation channel subfamily V member 6
ENSG00000176532	85.2472024557	-2.6767629553	0.3255180404	-8.2230863516	1.98331927674095e-16	7.60096993835069e-15	ENSG00000176532	PRR15	proline rich 15
ENSG00000143603	188.9182000629	-2.6695515536	0.1977154907	-13.5019848169	1.52219241228707e-41	7.32955161803563e-39	ENSG00000143603	KCNN3	potassium calcium-activated channel subfamily N member 3
ENSG00000136944	50.5751824645	-2.6585602733	0.31614494930000003	-8.4093080706	4.12436518261555e-17	1.7562687928421202e-15	ENSG00000136944	LMX1B	LIM homeobox transcription factor 1 beta
ENSG00000215018	241.1044495162	-2.657902191	0.2509503085	-10.591348569099999	3.26848721838982e-26	4.23302906718223e-24	ENSG00000215018	COL28A1	collagen type XXVIII alpha 1 chain
ENSG00000124772	193.6361888989	-2.6453965897	0.24207148350000002	-10.9281628352	8.45426922531209e-28	1.31208860976972e-25	ENSG00000124772	CPNE5	copine 5
ENSG00000143512	61.543141392	-2.6381133251	0.3638954909	-7.2496455465	4.17863714576792e-13	9.747903970233029e-12	ENSG00000143512	HHIPL2	HHIP like 2
ENSG00000067606	37.2954282487	-2.631021881	0.3054268442	-8.6142457066	7.04035610065736e-18	3.37321287949817e-16	ENSG00000067606	PRKCZ	protein kinase C zeta
ENSG00000106278	90.8821019025	-2.6181445836	0.31592414760000004	-8.2872569351	1.15890111707114e-16	4.6134808664822704e-15	ENSG00000106278	PTPRZ1	protein tyrosine phosphatase receptor type Z1
ENSG00000145506	33.0377190004	-2.6096420699	0.3342245871	-7.8080493483	5.80798465301246e-15	1.78800235735936e-13	ENSG00000145506	NKD2	NKD inhibitor of WNT signaling pathway 2
ENSG00000204583	23.9063994946	-2.6031627205	0.3887988939	-6.6953964153	2.150877596253e-11	3.8541345782476203e-10	ENSG00000204583	LRCOL1	leucine rich colipase like 1
ENSG00000198756	303.4638354508	-2.6003832425	0.2088109457	-12.4532899094	1.34197171646637e-35	4.13129292844623e-33	ENSG00000198756	COLGALT2	collagen beta(1-O)galactosyltransferase 2
ENSG00000114115	451.9405759372	-2.5930353665	0.1355701055	-19.1268964316	1.5078835971936299e-81	5.66330921433982e-78	ENSG00000114115	RBP1	retinol binding protein 1
ENSG00000230910	137.045186129	-2.590504886	0.2293030244	-11.2972992512	1.35315663063021e-29	2.67483456490575e-27	ENSG00000230910	ENSG00000230910	
ENSG00000187123	39.3990687053	-2.5811908242	0.2568522945	-10.0493197051	9.25037893865972e-24	8.72928975322065e-22	ENSG00000187123	LYPD6	LY6/PLAUR domain containing 6
ENSG00000161249	156.1285842006	-2.5811698289000002	0.26548834400000004	-9.7223470915	2.4213471049972897e-22	1.9267151391840702e-20	ENSG00000161249	DMKN	dermokine
ENSG00000270933	23.4244763451	-2.5790940284	0.330617307	-7.8008439776	6.149450432419841e-15	1.88693675932046e-13	ENSG00000270933	ENSG00000270933	
ENSG00000152785	909.9735223549	-2.5714319809	0.40181364740000003	-6.3995635724	1.55821693444097e-10	2.3965401975321e-09	ENSG00000152785	BMP3	bone morphogenetic protein 3
ENSG00000124107	954.449508127	-2.562346326	0.41671229860000003	-6.1489577698	7.79937396461402e-10	1.07142972700429e-08	ENSG00000124107	SLPI	secretory leukocyte peptidase inhibitor
ENSG00000259495	29.9843669495	-2.5612344429	0.3219648593	-7.9550123851	1.79113590132018e-15	6.01712720767293e-14	ENSG00000259495	ENSG00000259495	
ENSG00000162493	396.2089174358	-2.5562397685000002	0.2801927201	-9.123148408	7.297294180684081e-20	4.37814336802129e-18	ENSG00000162493	PDPN	podoplanin
ENSG00000164106	64.2845821898	-2.5526862092	0.3304784713	-7.7242133175	1.12546230462665e-14	3.29720072052791e-13	ENSG00000164106	SCRG1	stimulator of chondrogenesis 1
ENSG00000169071	114.6383301701	-2.547362023	0.24058162460000002	-10.5883482464	3.37494387821455e-26	4.34096377321857e-24	ENSG00000169071	ROR2	receptor tyrosine kinase like orphan receptor 2
ENSG00000128918	1098.256999942	-2.5325338689	0.1829545086	-13.8424239316	1.4135820741945998e-43	7.58447364894299e-41	ENSG00000128918	ALDH1A2	aldehyde dehydrogenase 1 family member A2
ENSG00000127472	417.8238068052	-2.5278466009000002	0.1431245327	-17.6618679762	8.246480917290119e-70	2.21229521636844e-66	ENSG00000127472	PLA2G5	phospholipase A2 group V
ENSG00000118849	863.7037781342	-2.5260580551	0.1911036416	-13.218262269	6.883591871276629e-40	2.87259937223786e-37	ENSG00000118849	RARRES1	retinoic acid receptor responder 1
ENSG00000187922	48.797085471	-2.5208896181	0.3891426169	-6.4780610203	9.290878244395249e-11	1.48868090914248e-09	ENSG00000187922	LCN10	lipocalin 10
ENSG00000184731	117.6958381581	-2.5190553448	0.3796519212	-6.6351708076	3.2412697514998094e-11	5.62549026464093e-10	ENSG00000184731	FAM110C	family with sequence similarity 110 member C
ENSG00000147234	19.3126570108	-2.5179876708	0.2671332108	-9.4259626622	4.26178033203673e-21	2.92087492172693e-19	ENSG00000147234	FRMPD3	FERM and PDZ domain containing 3
ENSG00000172379	201.8645838484	-2.5175320476	0.2294242481	-10.9732605337	5.13853176096905e-28	8.108948566322501e-26	ENSG00000172379	ARNT2	aryl hydrocarbon receptor nuclear translocator 2
ENSG00000153253	88.718677907	-2.496154608	0.2602589647	-9.591041796	8.72000280277336e-22	6.47244793016921e-20	ENSG00000153253	SCN3A	sodium voltage-gated channel alpha subunit 3
ENSG00000125966	102.9960503538	-2.4956119003	0.2966347354	-8.4130804742	3.99380759413652e-17	1.7045389275065802e-15	ENSG00000125966	MMP24	matrix metallopeptidase 24
ENSG00000172005	79.222315291	-2.4858302472	0.23015132330000002	-10.8008514223	3.4102643304062e-27	4.96444603571302e-25	ENSG00000172005	MAL	mal, T cell differentiation protein
ENSG00000068615	243.8659737128	-2.4811204565000002	0.2839276669	-8.738565295899999	2.3608943370515397e-18	1.19824958798624e-16	ENSG00000068615	REEP1	receptor accessory protein 1
ENSG00000166923	110.8974128022	-2.4780926086	0.5050623830000001	-4.9065079721	9.27122222543694e-07	6.97253833285865e-06	ENSG00000166923	GREM1	gremlin 1, DAN family BMP antagonist
ENSG00000122223	126.7855994826	-2.4754534154	0.37512663960000003	-6.5989805960000005	4.13994487732745e-11	7.07406959520765e-10	ENSG00000122223	CD244	CD244 molecule
ENSG00000185436	31.4194694814	-2.4690413482	0.31310501150000003	-7.8856653749	3.12863951132473e-15	1.0077653753544999e-13	ENSG00000185436	IFNLR1	interferon lambda receptor 1
ENSG00000163873	65.3080637847	-2.4534112831	0.3182346896	-7.709440118	1.26370899662545e-14	3.66222087154773e-13	ENSG00000163873	GRIK3	glutamate ionotropic receptor kainate type subunit 3
ENSG00000166183	367.0464824695	-2.4411822001	0.41291453910000003	-5.9120761542	3.3782227425131204e-09	4.15180922000352e-08	ENSG00000166183	ASPG	asparaginase
ENSG00000186998	92.2134010823	-2.440699743	0.193096499	-12.639792828200001	1.27389158626528e-36	4.43007594416216e-34	ENSG00000186998	EMID1	EMI domain containing 1
ENSG00000089012	37.6558422697	-2.4380375732	0.3355764972	-7.2652214735000005	3.72427565440106e-13	8.77517848356305e-12	ENSG00000089012	SIRPG	signal regulatory protein gamma
ENSG00000133962	43.0253071801	-2.4262760271	0.2627603119	-9.2337994624	2.6119856994193802e-20	1.6350159816465498e-18	ENSG00000133962	CATSPERB	cation channel sperm associated auxiliary subunit beta
ENSG00000160469	33.1895462361	-2.4232122817	0.2302622604	-10.5237057857	6.71782701235668e-26	8.41027156433641e-24	ENSG00000160469	BRSK1	BR serine/threonine kinase 1
ENSG00000255571	23.6434536964	-2.4230885537	0.2112076569	-11.472541237	1.8125691527922197e-30	4.0044983670923596e-28	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
ENSG00000127241	1104.4194315057	-2.4166958609	0.262259348	-9.2149083693	3.11544280273975e-20	1.9245033023898e-18	ENSG00000127241	MASP1	mannan binding lectin serine peptidase 1
ENSG00000077092	339.1959475533	-2.4137128404	0.19200180320000002	-12.5713029811	3.0367731831497e-36	9.56675931936427e-34	ENSG00000077092	RARB	retinoic acid receptor beta
ENSG00000271856	26.3442931726	-2.3965120055	0.3988734733	-6.0082010117	1.87593172731074e-09	2.4030096798887e-08	ENSG00000271856	LINC01215	
ENSG00000224568	17.9244167896	-2.3847999138000002	0.2722628077	-8.7591835784	1.9666959697441002e-18	1.0063374282241e-16	ENSG00000224568	LINC01886	
